term,metric,detailed
all,brier_score,0.829675068
all,cross_entropy,2.552258545
all,ece,0.176539117
all,kl_divergence,2.523884101
all,expected_correctness,0.136110644
black,brier_score,0.278727552
black,cross_entropy,0.876839798
black,ece,0.077360377
black,kl_divergence,0.873987341
black,expected_correctness,0.753029463
gay,brier_score,0.73858664
gay,cross_entropy,2.026526666
gay,ece,0.09634636
gay,kl_divergence,1.96711405
gay,expected_correctness,0.19509408
indian,brier_score,0.708773147
indian,cross_entropy,1.54225024
indian,ece,0.266780795
indian,kl_divergence,1.516164055
indian,expected_correctness,0.253257084
orient,brier_score,0.834190646
orient,cross_entropy,2.210135559
orient,ece,0.018779807
orient,kl_divergence,2.165892122
orient,expected_correctness,0.116311924
queer,brier_score,0.70578298
queer,cross_entropy,1.740334293
queer,ece,0.120085603
queer,kl_divergence,1.661567569
queer,expected_correctness,0.231330481
