term,metric,focused
all,brier_score,0.893086227
all,cross_entropy,2.934139848
all,ece,0.190723419
all,kl_divergence,2.905765403
all,expected_correctness,0.065992111
black,brier_score,0.549084201
black,cross_entropy,1.365240158
black,ece,0.516085984
black,kl_divergence,1.3623877
black,expected_correctness,0.297858725
gay,brier_score,0.749590274
gay,cross_entropy,1.999936245
gay,ece,0.216042043
gay,kl_divergence,1.94052363
gay,expected_correctness,0.172266412
indian,brier_score,0.674601003
indian,cross_entropy,1.567792348
indian,ece,0.174240928
indian,kl_divergence,1.541706165
indian,expected_correctness,0.236660151
orient,brier_score,0.819255237
orient,cross_entropy,2.109851972
orient,ece,0.039323893
orient,kl_divergence,2.065608535
orient,expected_correctness,0.138647098
queer,brier_score,0.674018933
queer,cross_entropy,1.702748152
queer,ece,0.071819877
queer,kl_divergence,1.623981428
queer,expected_correctness,0.217994876
