term,metric,detailed
all,brier_score,0.280376516
all,cross_entropy,0.461773697
all,ece,0.154385394
all,kl_divergence,0.461773697
all,expected_correctness,0.654515207
black,brier_score,0.127784402
black,cross_entropy,0.279231283
black,ece,0.181506116
black,kl_divergence,0.279231283
black,expected_correctness,0.773325649
gay,brier_score,0.248072977
gay,cross_entropy,0.423660838
gay,ece,0.160014541
gay,kl_divergence,0.423660838
gay,expected_correctness,0.67853796
indian,brier_score,0.286335864
indian,cross_entropy,0.469456281
indian,ece,0.088629813
indian,kl_divergence,0.469456281
indian,expected_correctness,0.688734408
orient,brier_score,0.511261877
orient,cross_entropy,0.703705108
orient,ece,0.141705067
orient,kl_divergence,0.703705108
orient,expected_correctness,0.502745784
queer,brier_score,0.349554023
queer,cross_entropy,0.528967616
queer,ece,0.070964883
queer,kl_divergence,0.528967616
queer,expected_correctness,0.625222879
