term,metric,focused
all,brier_score,0.23331534
all,cross_entropy,0.395762247
all,ece,0.002689062
all,kl_divergence,0.395762247
all,expected_correctness,0.764922558
black,brier_score,0.054665496
black,cross_entropy,0.136983507
black,ece,0.033247969
black,kl_divergence,0.136983507
black,expected_correctness,0.91837324
gay,brier_score,0.225579528
gay,cross_entropy,0.394555325
gay,ece,0.112181003
gay,kl_divergence,0.394555325
gay,expected_correctness,0.712659207
indian,brier_score,0.260040784
indian,cross_entropy,0.430716108
indian,ece,0.046361584
indian,kl_divergence,0.430716108
indian,expected_correctness,0.711735508
orient,brier_score,0.464377611
orient,cross_entropy,0.657106048
orient,ece,0.019958487
orient,kl_divergence,0.657106048
orient,expected_correctness,0.53085646
queer,brier_score,0.346803247
queer,cross_entropy,0.532642094
queer,ece,0.065552978
queer,kl_divergence,0.532642094
queer,expected_correctness,0.625100618
