term,metric,detailed
all,brier_score,0.753694957
all,cross_entropy,1.702942802
all,ece,0.044346402
all,kl_divergence,1.676786304
all,expected_correctness,0.232271663
black,brier_score,0.560823557
black,cross_entropy,1.090790309
black,ece,0.321468504
black,kl_divergence,1.081229658
black,expected_correctness,0.445111299
gay,brier_score,0.816055002
gay,cross_entropy,1.948121622
gay,ece,0.238692657
gay,kl_divergence,1.913025563
gay,expected_correctness,0.24207551
indian,brier_score,0.805939809
indian,cross_entropy,1.866474774
indian,ece,0.085613941
indian,kl_divergence,1.832989402
indian,expected_correctness,0.179993859
orient,brier_score,0.783699297
orient,cross_entropy,1.850387871
orient,ece,0.066244451
orient,kl_divergence,1.79614157
orient,expected_correctness,0.177122873
queer,brier_score,0.823925885
queer,cross_entropy,1.99580027
queer,ece,0.167782465
queer,kl_divergence,1.982209148
queer,expected_correctness,0.180579763
