term,metric,detailed
all,brier_score,0.319634436
all,cross_entropy,0.697103203
all,ece,0.120196246
all,kl_divergence,0.68314722
all,expected_correctness,0.644712746
black,brier_score,0.048110059
black,cross_entropy,0.154370075
black,ece,0.016130572
black,kl_divergence,0.145169006
black,expected_correctness,0.947996633
gay,brier_score,0.268400748
gay,cross_entropy,0.637360063
gay,ece,0.17063393
gay,kl_divergence,0.625611805
gay,expected_correctness,0.722093497
indian,brier_score,0.313400051
indian,cross_entropy,0.788037475
indian,ece,0.123421362
indian,kl_divergence,0.77339352
indian,expected_correctness,0.74392794
orient,brier_score,0.72917774
orient,cross_entropy,1.345146653
orient,ece,0.125463019
orient,kl_divergence,1.324608959
orient,expected_correctness,0.28379718
queer,brier_score,0.498582313
queer,cross_entropy,1.018125468
queer,ece,0.211676662
queer,kl_divergence,0.997738786
queer,expected_correctness,0.555628258
