term,metric,detailed
all,brier_score,0.895078668
all,cross_entropy,2.960467365
all,ece,0.215836457
all,kl_divergence,2.932092918
all,expected_correctness,0.06407235
black,brier_score,0.562964051
black,cross_entropy,1.406956139
black,ece,0.529180397
black,kl_divergence,1.404103682
black,expected_correctness,0.286035346
gay,brier_score,0.757410038
gay,cross_entropy,2.015947616
gay,ece,0.210355121
gay,kl_divergence,1.956535
gay,expected_correctness,0.167960346
indian,brier_score,0.680081265
indian,cross_entropy,1.598262307
indian,ece,0.162486852
indian,kl_divergence,1.572176124
indian,expected_correctness,0.229121504
orient,brier_score,0.818724215
orient,cross_entropy,2.109872715
orient,ece,0.064803724
orient,kl_divergence,2.065629279
orient,expected_correctness,0.138384286
queer,brier_score,0.676618238
queer,cross_entropy,1.714235894
queer,ece,0.167288335
queer,kl_divergence,1.635469162
queer,expected_correctness,0.215866115
