term,metric,detailed
all,brier_score,0.232958666
all,cross_entropy,0.395038839
all,ece,0.015066382
all,kl_divergence,0.395038839
all,expected_correctness,0.756376984
black,brier_score,0.053771581
black,cross_entropy,0.129684453
black,ece,0.014617496
black,kl_divergence,0.129684453
black,expected_correctness,0.933009198
gay,brier_score,0.201756064
gay,cross_entropy,0.355751774
gay,ece,0.030859314
gay,kl_divergence,0.355751774
gay,expected_correctness,0.803441135
indian,brier_score,0.255463621
indian,cross_entropy,0.422883282
indian,ece,0.02259983
indian,kl_divergence,0.422883282
indian,expected_correctness,0.731014293
orient,brier_score,0.472699495
orient,cross_entropy,0.666176536
orient,ece,0.001714125
orient,kl_divergence,0.666176536
orient,expected_correctness,0.532459544
queer,brier_score,0.34356
queer,cross_entropy,0.532100497
queer,ece,0.06116022
queer,kl_divergence,0.532100497
queer,expected_correctness,0.698685804
