term,metric,detailed
all,brier_score,0.847299261
all,cross_entropy,10.19247854
all,ece,0.406265206
all,kl_divergence,10.17852257
all,expected_correctness,0.537538524
black,brier_score,0.558412874
black,cross_entropy,4.322978313
black,ece,0.273370008
black,kl_divergence,4.313777254
black,expected_correctness,0.698816919
gay,brier_score,0.873124184
gay,cross_entropy,9.397959426
gay,ece,0.434997462
gay,kl_divergence,9.386211193
gay,expected_correctness,0.531571815
indian,brier_score,0.913394387
indian,cross_entropy,10.22931665
indian,ece,0.466914852
indian,kl_divergence,10.21467269
indian,expected_correctness,0.51444081
orient,brier_score,1.532467394
orient,cross_entropy,17.96737402
orient,ece,0.747500691
orient,kl_divergence,17.94683634
orient,expected_correctness,0.170777369
queer,brier_score,0.725959026
queer,cross_entropy,10.68686228
queer,ece,0.322930553
queer,kl_divergence,10.6664756
queer,expected_correctness,0.573656954
