term,metric,focused
all,brier_score,0.233361563
all,cross_entropy,0.395696332
all,ece,0.020724896
all,kl_divergence,0.395696332
all,expected_correctness,0.752220652
black,brier_score,0.05335289
black,cross_entropy,0.127152413
black,ece,0.009874727
black,kl_divergence,0.127152413
black,expected_correctness,0.937584887
gay,brier_score,0.200428464
gay,cross_entropy,0.352234045
gay,ece,0.004938482
gay,kl_divergence,0.352234045
gay,expected_correctness,0.79566361
indian,brier_score,0.258915516
indian,cross_entropy,0.428778249
indian,ece,0.027660711
indian,kl_divergence,0.428778249
indian,expected_correctness,0.724115922
orient,brier_score,0.471692143
orient,cross_entropy,0.664891532
orient,ece,0.018194928
orient,kl_divergence,0.664891532
orient,expected_correctness,0.52793139
queer,brier_score,0.340341716
queer,cross_entropy,0.524788453
queer,ece,0.025013134
queer,kl_divergence,0.524788453
queer,expected_correctness,0.6479549
