term,metric,focused
all,brier_score,0.260756597
all,cross_entropy,0.447383328
all,ece,0.067325621
all,kl_divergence,0.447383328
all,expected_correctness,0.761266343
black,brier_score,0.051149364
black,cross_entropy,0.11256729
black,ece,0.002647875
black,kl_divergence,0.11256729
black,expected_correctness,0.945719474
gay,brier_score,0.195600726
gay,cross_entropy,0.337869717
gay,ece,0.032391441
gay,kl_divergence,0.337869717
gay,expected_correctness,0.814685296
indian,brier_score,0.251046675
indian,cross_entropy,0.420712211
indian,ece,0.032750068
indian,kl_divergence,0.420712211
indian,expected_correctness,0.74951314
orient,brier_score,0.450398806
orient,cross_entropy,0.643893707
orient,ece,0.126918912
orient,kl_divergence,0.643893707
orient,expected_correctness,0.560876184
queer,brier_score,0.364150541
queer,cross_entropy,0.564695774
queer,ece,0.140530278
queer,kl_divergence,0.564695774
queer,expected_correctness,0.671364957
