term,metric,focused
all,brier_score,
all,cross_entropy,
all,ece,
all,kl_divergence,
all,expected_correctness,
black,brier_score,1.043124642
black,cross_entropy,11.8161567
black,ece,0.119753327
black,kl_divergence,11.8161567
black,expected_correctness,1.20204E-05
gay,brier_score,1.126946945
gay,cross_entropy,10.47289735
gay,ece,0.224989644
gay,kl_divergence,10.47289735
gay,expected_correctness,7.35752E-05
indian,brier_score,1.000169248
indian,cross_entropy,10.37775913
indian,ece,0.00318312
indian,kl_divergence,10.37775913
indian,expected_correctness,3.72091E-05
orient,brier_score,0.999642555
orient,cross_entropy,8.600525789
orient,ece,0.02573355
orient,kl_divergence,8.600525789
orient,expected_correctness,0.000251321
queer,brier_score,1.416387237
queer,cross_entropy,10.16450854
queer,ece,0.564430804
queer,kl_divergence,10.16450854
queer,expected_correctness,0.000565952
