term,metric,detailed
all,brier_score,0.803254097
all,cross_entropy,1.828843773
all,ece,0.070750971
all,kl_divergence,1.802687275
all,expected_correctness,0.169132405
black,brier_score,0.588077095
black,cross_entropy,1.297541955
black,ece,0.283885643
black,kl_divergence,1.287981305
black,expected_correctness,0.321592868
gay,brier_score,0.812949659
gay,cross_entropy,1.946629562
gay,ece,0.083161414
gay,kl_divergence,1.911533503
gay,expected_correctness,0.172534487
indian,brier_score,0.832025373
indian,cross_entropy,1.970616528
indian,ece,0.081006356
indian,kl_divergence,1.937131158
indian,expected_correctness,0.141949597
orient,brier_score,0.827292036
orient,cross_entropy,2.042046018
orient,ece,0.092143962
orient,kl_divergence,1.987799717
orient,expected_correctness,0.137782277
queer,brier_score,0.801256381
queer,cross_entropy,1.913296607
queer,ece,0.068164805
queer,kl_divergence,1.899705486
queer,expected_correctness,0.190632365
