term,metric,detailed
all,brier_score,0.787965307
all,cross_entropy,1.756176861
all,ece,0.099857855
all,kl_divergence,1.730020364
all,expected_correctness,0.24678898
black,brier_score,0.538709448
black,cross_entropy,1.063324968
black,ece,0.1199801
black,kl_divergence,1.053764317
black,expected_correctness,0.495334226
gay,brier_score,0.755200902
gay,cross_entropy,1.767478003
gay,ece,0.119100087
gay,kl_divergence,1.732381943
gay,expected_correctness,0.25517098
indian,brier_score,0.817941798
indian,cross_entropy,1.823559741
indian,ece,0.086050676
indian,kl_divergence,1.79007437
indian,expected_correctness,0.196121181
orient,brier_score,0.817753304
orient,cross_entropy,1.873672755
orient,ece,0.119725788
orient,kl_divergence,1.819426455
orient,expected_correctness,0.191723725
queer,brier_score,0.825329293
queer,cross_entropy,1.869484747
queer,ece,0.140392751
queer,kl_divergence,1.855893626
queer,expected_correctness,0.199186847
