term,metric,detailed
all,brier_score,0.301333293
all,cross_entropy,0.665496419
all,ece,0.033110431
all,kl_divergence,0.651540435
all,expected_correctness,0.677959638
black,brier_score,0.052831281
black,cross_entropy,0.169808011
black,ece,0.027446776
black,kl_divergence,0.160606942
black,expected_correctness,0.930058125
gay,brier_score,0.239257649
gay,cross_entropy,0.52255773
gay,ece,0.045839171
gay,kl_divergence,0.510809472
gay,expected_correctness,0.748931359
indian,brier_score,0.268732196
indian,cross_entropy,0.600631567
indian,ece,0.16482039
indian,kl_divergence,0.585987613
indian,expected_correctness,0.73608679
orient,brier_score,0.677612378
orient,cross_entropy,1.267514035
orient,ece,0.231608591
orient,kl_divergence,1.24697634
orient,expected_correctness,0.305672426
queer,brier_score,0.418681447
queer,cross_entropy,0.830071924
queer,ece,0.135925419
queer,kl_divergence,0.809685244
queer,expected_correctness,0.574779317
