term,metric,detailed
all,brier_score,0.037750023
all,cross_entropy,0.095825447
all,ece,0.005638502
all,kl_divergence,0.095825447
all,expected_correctness,0.967727227
black,brier_score,0.017939455
black,cross_entropy,0.050088148
black,ece,0.002457928
black,kl_divergence,0.050088148
black,expected_correctness,0.979620804
gay,brier_score,0.037572791
gay,cross_entropy,0.116852911
gay,ece,0.016319646
gay,kl_divergence,0.116852911
gay,expected_correctness,0.978671861
indian,brier_score,0.031439424
indian,cross_entropy,0.081268204
indian,ece,0.004988136
indian,kl_divergence,0.081268204
indian,expected_correctness,0.963745329
orient,brier_score,0.133019837
orient,cross_entropy,0.258520135
orient,ece,0.007307078
orient,kl_divergence,0.258520135
orient,expected_correctness,0.873523467
queer,brier_score,0.070479895
queer,cross_entropy,0.162786259
queer,ece,0.015061078
queer,kl_divergence,0.162786259
queer,expected_correctness,0.91659399
