term,head,hard_hit,confidence_top1,kl_divergence
all,https://w3id.org/caapt/annotations/va-anno#104056321_text,1,0.9909816384315492,0.0090592773631215
all,https://w3id.org/caapt/annotations/va-anno#104050368_text,1,0.9846637845039368,0.0154550047591328
all,https://w3id.org/caapt/annotations/va-anno#104054068_text,1,0.9888046979904176,0.0112584074959158
all,https://w3id.org/caapt/annotations/va-anno#104053924_text,1,0.9918931126594543,0.0081398887559771
all,https://w3id.org/caapt/annotations/va-anno#104054750_text,1,0.99055016040802,0.009494743309915
all,https://w3id.org/caapt/annotations/va-anno#104054509_text,1,0.9925577640533448,0.0074700554832816
all,https://w3id.org/caapt/annotations/va-anno#104052538_text,1,0.9881579279899596,0.0119127510115504
all,https://w3id.org/caapt/annotations/va-anno#104053702_text,1,0.9912962913513184,0.0087418006733059
all,https://w3id.org/caapt/annotations/va-anno#104052309_text,1,0.9862860441207886,0.0138089070096611
all,https://w3id.org/caapt/annotations/va-anno#104054251_text,1,0.9916080832481384,0.008427295833826
all,https://w3id.org/caapt/annotations/va-anno#104051906_text,1,0.9881305694580078,0.0119404336437582
all,https://w3id.org/caapt/annotations/va-anno#104053851_text,1,0.9935184121131896,0.0065026595257222
all,https://w3id.org/caapt/annotations/va-anno#104055843_text,1,0.989205241203308,0.0108534255996346
all,https://w3id.org/caapt/annotations/va-anno#104051973_text,1,0.9876546859741212,0.0124222142621874
all,https://w3id.org/caapt/annotations/va-anno#104056322_text,1,0.9893863201141356,0.0106703927740454
all,https://w3id.org/caapt/annotations/va-anno#104052476_text,1,0.990126609802246,0.0099224662408232
all,https://w3id.org/caapt/annotations/va-anno#104055286_text,1,0.990613341331482,0.0094309765845537
all,https://w3id.org/caapt/annotations/va-anno#104055547_text,1,0.9907752871513368,0.0092675266787409
all,https://w3id.org/caapt/annotations/va-anno#104052654_text,1,0.9872145652770996,0.0128678688779473
all,https://w3id.org/caapt/annotations/va-anno#104054513_text,1,0.9942891597747804,0.0057271909900009
all,https://w3id.org/caapt/annotations/va-anno#104054089_text,1,0.9920157194137572,0.0080163180828094
all,https://w3id.org/caapt/annotations/va-anno#104055731_text,1,0.9902629852294922,0.0097847133874893
all,https://w3id.org/caapt/annotations/va-anno#104052615_text,1,0.9842864274978638,0.015838298946619
all,https://w3id.org/caapt/annotations/va-anno#104053782_text,1,0.9937187433242798,0.0063010598532855
all,https://w3id.org/caapt/annotations/va-anno#104050551_text,1,0.982694447040558,0.0174570474773645
all,https://w3id.org/caapt/annotations/va-anno#104054688_text,1,0.98725426197052,0.0128276199102401
all,https://w3id.org/caapt/annotations/va-anno#104053905_text,1,0.9927252531051636,0.0073013138025999
all,https://w3id.org/caapt/annotations/va-anno#104052720_text,1,0.9864094257354736,0.0136838005855679
all,https://w3id.org/caapt/annotations/va-anno#104051382_text,1,0.9883954524993896,0.0116724148392677
all,https://w3id.org/caapt/annotations/va-anno#104053629_text,1,0.9932592511177064,0.0067635411396622
all,https://w3id.org/caapt/annotations/va-anno#104051779_text,1,0.9894521832466124,0.0106038702651858
all,https://w3id.org/caapt/annotations/va-anno#104050704_text,1,0.9829369187355042,0.0172103065997362
all,https://w3id.org/caapt/annotations/va-anno#104052234_text,1,0.9888272881507874,0.0112356571480631
all,https://w3id.org/caapt/annotations/va-anno#104055704_text,1,0.9923662543296814,0.0076630199328064
all,https://w3id.org/caapt/annotations/va-anno#104055461_text,1,0.987615406513214,0.0124618904665112
all,https://w3id.org/caapt/annotations/va-anno#104051264_text,1,0.9886677861213684,0.0113969007506966
all,https://w3id.org/caapt/annotations/va-anno#104056847_text,1,0.9877957105636596,0.012279387563467
all,https://w3id.org/caapt/annotations/va-anno#104052259_text,1,0.9898586869239808,0.0101930778473615
all,https://w3id.org/caapt/annotations/va-anno#104051765_text,1,0.9894152283668518,0.0106411427259445
all,https://w3id.org/caapt/annotations/va-anno#104054394_text,1,0.988707423210144,0.0113568278029561
all,https://w3id.org/caapt/annotations/va-anno#104051470_text,1,0.990334689617157,0.0097123468294739
all,https://w3id.org/caapt/annotations/va-anno#104052592_text,1,0.987924337387085,0.0121491430327296
all,https://w3id.org/caapt/annotations/va-anno#104055672_text,1,0.9910724759101868,0.0089676016941666
all,https://w3id.org/caapt/annotations/va-anno#104051754_text,1,0.9903305172920228,0.0097165964543819
all,https://w3id.org/caapt/annotations/va-anno#104050462_text,1,0.9866490960121156,0.0134408315643668
all,https://w3id.org/caapt/annotations/va-anno#104052210_text,1,0.9898491501808168,0.0102027533575892
all,https://w3id.org/caapt/annotations/va-anno#104053597_text,1,0.9913318753242492,0.0087058758363127
all,https://w3id.org/caapt/annotations/va-anno#104056377_text,1,0.989591419696808,0.0104631436988711
all,https://w3id.org/caapt/annotations/va-anno#104051162_text,0,0.9847930073738098,4.186005592346191
all,https://w3id.org/caapt/annotations/va-anno#104051364_text,1,0.9882522225379944,0.011817330494523
all,https://w3id.org/caapt/annotations/va-anno#104051759_text,1,0.9899390935897828,0.0101118898019194
all,https://w3id.org/caapt/annotations/va-anno#104054347_text,1,0.9924389719963074,0.0075897900387644
all,https://w3id.org/caapt/annotations/va-anno#104050367_text,1,0.9846731424331664,0.0154454968869686
all,https://w3id.org/caapt/annotations/va-anno#104056013_text,0,0.9860976934432985,4.275705337524414
all,https://w3id.org/caapt/annotations/va-anno#104051574_text,1,0.9897738099098206,0.0102788601070642
all,https://w3id.org/caapt/annotations/va-anno#104054335_text,1,0.9932311773300172,0.0067918398417532
all,https://w3id.org/caapt/annotations/va-anno#104053444_text,1,0.990424871444702,0.0096213202923536
all,https://w3id.org/caapt/annotations/va-anno#104055089_text,1,0.9923089742660522,0.0077207484282553
all,https://w3id.org/caapt/annotations/va-anno#104055683_text,1,0.9898409247398376,0.0102110132575035
all,https://w3id.org/caapt/annotations/va-anno#104052258_text,1,0.9902874827384948,0.0097600407898426
all,https://w3id.org/caapt/annotations/va-anno#104053053_text,1,0.9869384765625,0.0131475673988461
