term,head,hard_hit,confidence_top1,kl_divergence
all,https://w3id.org/caapt/annotations/va-anno#104051300_text,1,0.927822470664978,0.0749148800969123
all,https://w3id.org/caapt/annotations/va-anno#104052392_text,1,0.8355293869972229,0.1796897649765014
all,https://w3id.org/caapt/annotations/va-anno#104054490_text,1,0.9979497790336608,0.0020523453131318
all,https://w3id.org/caapt/annotations/va-anno#104051106_text,1,0.953397810459137,0.0477230250835418
all,https://w3id.org/caapt/annotations/va-anno#104053159_text,1,0.5553871989250183,0.5880897641181946
all,https://w3id.org/caapt/annotations/va-anno#104050315_text,0,0.7318700551986694,1.316283702850342
all,https://w3id.org/caapt/annotations/va-anno#104053782_text,1,0.9968596696853638,0.0031452730763703
all,https://w3id.org/caapt/annotations/va-anno#104050238_text,1,0.8477886915206909,0.1651238650083542
all,https://w3id.org/caapt/annotations/va-anno#104051519_text,1,0.8970650434494019,0.1086268723011016
all,https://w3id.org/caapt/annotations/va-anno#104051081_text,1,0.8779813051223755,0.1301300078630447
all,https://w3id.org/caapt/annotations/va-anno#104054520_text,1,0.9977473020553588,0.002255278872326
all,https://w3id.org/caapt/annotations/va-anno#104052265_text,1,0.719905436038971,0.328635424375534
all,https://w3id.org/caapt/annotations/va-anno#104056257_text,1,0.9907005429267884,0.0093429954722523
all,https://w3id.org/caapt/annotations/va-anno#104051325_text,1,0.7660847306251526,0.2664625644683838
all,https://w3id.org/caapt/annotations/va-anno#104055495_text,1,0.9971237182617188,0.0028804738540202
all,https://w3id.org/caapt/annotations/va-anno#104056756_text,1,0.8970123529434204,0.1086856871843338
all,https://w3id.org/caapt/annotations/va-anno#104050707_text,1,0.6034008264541626,0.5051735043525696
all,https://w3id.org/caapt/annotations/va-anno#104054968_text,1,0.9982242584228516,0.0017773797735571
all,https://w3id.org/caapt/annotations/va-anno#104055592_text,1,0.9974477887153624,0.0025554401800036
all,https://w3id.org/caapt/annotations/va-anno#104051296_text,1,0.8831963539123535,0.1242077052593231
all,https://w3id.org/caapt/annotations/va-anno#104051696_text,1,0.936290979385376,0.0658290013670921
all,https://w3id.org/caapt/annotations/va-anno#104052712_text,1,0.9849581122398376,0.0151561079546809
all,https://w3id.org/caapt/annotations/va-anno#104052369_text,1,0.9319996237754822,0.0704228654503822
all,https://w3id.org/caapt/annotations/va-anno#104054176_text,1,0.9989410638809204,0.0010595666244626
all,https://w3id.org/caapt/annotations/va-anno#104050605_text,0,0.6384866833686829,1.017456293106079
all,https://w3id.org/caapt/annotations/va-anno#104054704_text,1,0.9990529417991638,0.0009475032566115
all,https://w3id.org/caapt/annotations/va-anno#104052070_text,1,0.705341637134552,0.349073052406311
all,https://w3id.org/caapt/annotations/va-anno#104053175_text,1,0.9879838228225708,0.0120889609679579
all,https://w3id.org/caapt/annotations/va-anno#104055344_text,1,0.9987630844116212,0.0012376990634948
all,https://w3id.org/caapt/annotations/va-anno#104052407_text,0,0.9364359378814696,2.755706071853638
all,https://w3id.org/caapt/annotations/va-anno#104055086_text,1,0.995485544204712,0.0045247077941894
all,https://w3id.org/caapt/annotations/va-anno#104055633_text,1,0.9939120411872864,0.0061065289191901
all,https://w3id.org/caapt/annotations/va-anno#104054771_text,1,0.9969361424446106,0.0030686217360198
all,https://w3id.org/caapt/annotations/va-anno#104053894_text,1,0.9975239038467408,0.0024792193435132
