term,head,hard_hit,confidence_top1,kl_divergence
all,https://w3id.org/caapt/annotations/va-anno#104050701_text,0,0.3021843433380127,1.645142316818237
all,https://w3id.org/caapt/annotations/va-anno#104052213_text,0,0.5779117941856384,1.523223757743835
all,https://w3id.org/caapt/annotations/va-anno#104053739_text,0,0.776782751083374,1.568067193031311
all,https://w3id.org/caapt/annotations/va-anno#104053572_text,1,0.7841069102287292,0.243209883570671
all,https://w3id.org/caapt/annotations/va-anno#104056516_text,1,0.8022250533103943,0.2203661203384399
all,https://w3id.org/caapt/annotations/va-anno#104050601_text,1,0.502187967300415,0.6887808442115784
all,https://w3id.org/caapt/annotations/va-anno#104053311_text,1,0.5815050601959229,0.5421356558799744
all,https://w3id.org/caapt/annotations/va-anno#104050992_text,1,0.683378279209137,0.380706787109375
all,https://w3id.org/caapt/annotations/va-anno#104052533_text,0,0.3133150935173034,1.254842400550843
all,https://w3id.org/caapt/annotations/va-anno#104052515_text,1,0.6859429478645325,0.3769608438014984
all,https://w3id.org/caapt/annotations/va-anno#104053183_text,1,0.4344854354858398,0.8335928916931152
all,https://w3id.org/caapt/annotations/va-anno#104056116_text,1,0.7668002247810364,0.2655289769172668
all,https://w3id.org/caapt/annotations/va-anno#104051729_text,1,0.4739881157875061,0.7465730905532837
all,https://w3id.org/caapt/annotations/va-anno#104053135_text,1,0.6418721675872803,0.4433661103248596
all,https://w3id.org/caapt/annotations/va-anno#104054229_text,0,0.7872744202613831,1.665095090866089
all,https://w3id.org/caapt/annotations/va-anno#104053153_text,1,0.6486157178878784,0.4329148530960083
all,https://w3id.org/caapt/annotations/va-anno#104052038_text,0,0.3118301033973694,2.069646120071411
all,https://w3id.org/caapt/annotations/va-anno#104051099_text,1,0.3493233323097229,1.051757335662842
all,https://w3id.org/caapt/annotations/va-anno#104051095_text,0,0.4610152542591095,2.46598219871521
all,https://w3id.org/caapt/annotations/va-anno#104054523_text,1,0.7901486158370972,0.2355343252420425
all,https://w3id.org/caapt/annotations/va-anno#104051018_text,0,0.5754135847091675,1.935475826263428
all,https://w3id.org/caapt/annotations/va-anno#104056630_text,1,0.6306928396224976,0.4609362781047821
all,https://w3id.org/caapt/annotations/va-anno#104050316_text,1,0.4280759394168854,0.8484546542167664
all,https://w3id.org/caapt/annotations/va-anno#104050840_text,1,0.4785060584545135,0.7370864748954773
all,https://w3id.org/caapt/annotations/va-anno#104051551_text,0,0.3929785192012787,2.069555759429932
all,https://w3id.org/caapt/annotations/va-anno#104052373_text,0,0.537962794303894,3.656026363372802
all,https://w3id.org/caapt/annotations/va-anno#104050787_text,1,0.5549286007881165,0.5889158248901367
all,https://w3id.org/caapt/annotations/va-anno#104054400_text,1,0.7352497577667236,0.3075450956821441
all,https://w3id.org/caapt/annotations/va-anno#104055597_text,1,0.7897371649742126,0.2360550761222839
all,https://w3id.org/caapt/annotations/va-anno#104056736_text,1,0.7764595150947571,0.2530107498168945
all,https://w3id.org/caapt/annotations/va-anno#104054456_text,1,0.7694361209869385,0.2620973587036133
all,https://w3id.org/caapt/annotations/va-anno#104055606_text,1,0.8066908717155457,0.2148147672414779
all,https://w3id.org/caapt/annotations/va-anno#104050587_text,0,0.4911441504955292,3.433103561401367
all,https://w3id.org/caapt/annotations/va-anno#104055287_text,0,0.7863156795501709,1.650820255279541
all,https://w3id.org/caapt/annotations/va-anno#104056675_text,1,0.7806580662727356,0.2476180493831634
all,https://w3id.org/caapt/annotations/va-anno#104050533_text,1,0.3782479166984558,0.9920370578765868
all,https://w3id.org/caapt/annotations/va-anno#104052546_text,1,0.6167206168174744,0.4833391606807709
all,https://w3id.org/caapt/annotations/va-anno#104056410_text,1,0.8020025491714478,0.2206435203552246
all,https://w3id.org/caapt/annotations/va-anno#104052608_text,1,0.6720186471939087,0.3974692523479461
all,https://w3id.org/caapt/annotations/va-anno#104053983_text,1,0.7482381463050842,0.2900339663028717
all,https://w3id.org/caapt/annotations/va-anno#104055360_text,0,0.7448995113372803,1.456785082817078
all,https://w3id.org/caapt/annotations/va-anno#104052562_text,0,0.5196036696434021,2.025708198547364
all,https://w3id.org/caapt/annotations/va-anno#104056749_text,1,0.7427145838737488,0.2974434196949005
all,https://w3id.org/caapt/annotations/va-anno#104055214_text,1,0.7249382138252258,0.3216688632965088
all,https://w3id.org/caapt/annotations/va-anno#104051914_text,1,0.3215024471282959,0.5492250919342041
all,https://w3id.org/caapt/annotations/va-anno#104053384_text,0,0.6784895658493042,4.197000026702881
all,https://w3id.org/caapt/annotations/va-anno#104051943_text,1,0.4391875267028808,0.8228288888931274
all,https://w3id.org/caapt/annotations/va-anno#104051536_text,1,0.3598137497901916,1.022168874740601
all,https://w3id.org/caapt/annotations/va-anno#104054192_text,1,0.7306641340255737,0.3138013184070587
all,https://w3id.org/caapt/annotations/va-anno#104051775_text,1,0.4731364250183105,0.7483714818954468
all,https://w3id.org/caapt/annotations/va-anno#104056623_text,1,0.2965755462646484,1.215453267097473
all,https://w3id.org/caapt/annotations/va-anno#104052122_text,0,0.3835983276367187,1.399161219596863
all,https://w3id.org/caapt/annotations/va-anno#104052522_text,0,0.3525489866733551,1.617569327354431
all,https://w3id.org/caapt/annotations/va-anno#104050732_text,0,0.5824145078659058,3.181079626083374
all,https://w3id.org/caapt/annotations/va-anno#104055096_text,1,0.6571709513664246,0.4198111593723297
all,https://w3id.org/caapt/annotations/va-anno#104051446_text,0,0.4882194697856903,2.084209203720093
all,https://w3id.org/caapt/annotations/va-anno#104055242_text,1,0.6552190184593201,0.4227856993675232
all,https://w3id.org/caapt/annotations/va-anno#104050313_text,0,0.4134005606174469,1.779659271240234
all,https://w3id.org/caapt/annotations/va-anno#104054463_text,1,0.7682778239250183,0.2636038661003113
all,https://w3id.org/caapt/annotations/va-anno#104050246_text,0,0.47341388463974,2.246236562728882
all,https://w3id.org/caapt/annotations/va-anno#104052538_text,0,0.6844601035118103,3.012736558914185
all,https://w3id.org/caapt/annotations/va-anno#104051014_text,0,0.3688417077064514,1.559787631034851
all,https://w3id.org/caapt/annotations/va-anno#104056581_text,1,0.8017258644104004,0.2209886014461517
all,https://w3id.org/caapt/annotations/va-anno#104050298_text,0,0.7619326114654541,3.128484725952148
all,https://w3id.org/caapt/annotations/va-anno#104055315_text,0,0.7321321964263916,3.131433486938477
all,https://w3id.org/caapt/annotations/va-anno#104051569_text,1,0.3686185777187347,0.9979928731918336
all,https://w3id.org/caapt/annotations/va-anno#104056847_text,1,0.7386496067047119,0.3029316067695617
all,https://w3id.org/caapt/annotations/va-anno#104050541_text,0,0.3562559187412262,2.972068309783936
all,https://w3id.org/caapt/annotations/va-anno#104055836_text,0,0.3973192572593689,1.642185688018799
all,https://w3id.org/caapt/annotations/va-anno#104050789_text,1,0.5298985838890076,0.6350696086883545
all,https://w3id.org/caapt/annotations/va-anno#104054518_text,1,0.7851323485374451,0.2419029325246811
all,https://w3id.org/caapt/annotations/va-anno#104056717_text,0,0.8007521033287048,1.715407133102417
all,https://w3id.org/caapt/annotations/va-anno#104054079_text,1,0.7426405549049377,0.2975431978702545
all,https://w3id.org/caapt/annotations/va-anno#104051039_text,0,0.408392459154129,1.892167806625366
all,https://w3id.org/caapt/annotations/va-anno#104054479_text,1,0.7735719084739685,0.2567366063594818
all,https://w3id.org/caapt/annotations/va-anno#104053755_text,0,0.7271797060966492,4.501628875732422
all,https://w3id.org/caapt/annotations/va-anno#104051577_text,1,0.2428101301193237,1.415475487709045
all,https://w3id.org/caapt/annotations/va-anno#104051101_text,0,0.3078234791755676,1.753198027610779
all,https://w3id.org/caapt/annotations/va-anno#104056838_text,1,0.7643309831619263,0.2687543928623199
all,https://w3id.org/caapt/annotations/va-anno#104050771_text,1,0.5153676867485046,0.9620141983032228
all,https://w3id.org/caapt/annotations/va-anno#104051315_text,0,0.3066781759262085,1.87994384765625
all,https://w3id.org/caapt/annotations/va-anno#104051088_text,0,0.6470376253128052,2.423607349395752
all,https://w3id.org/caapt/annotations/va-anno#104053524_text,1,0.7817661762237549,0.2461995333433151
all,https://w3id.org/caapt/annotations/va-anno#104050415_text,1,0.5755239725112915,0.5524743795394897
all,https://w3id.org/caapt/annotations/va-anno#104055473_text,1,0.7967125177383423,0.2272614240646362
all,https://w3id.org/caapt/annotations/va-anno#104054458_text,0,0.7859306335449219,1.618182301521301
all,https://w3id.org/caapt/annotations/va-anno#104053770_text,1,0.7699568271636963,0.2614208459854126
all,https://w3id.org/caapt/annotations/va-anno#104054773_text,0,0.7685505747795105,1.540131092071533
all,https://w3id.org/caapt/annotations/va-anno#104050714_text,0,0.5567922592163086,1.382049918174744
