term,head,hard_hit,confidence_top1,kl_divergence
all,https://w3id.org/caapt/annotations/va-anno#104053111_text,1,0.9368906021118164,0.0651887953281402
all,https://w3id.org/caapt/annotations/va-anno#104056620_text,1,0.9024375081062316,0.1026558130979538
all,https://w3id.org/caapt/annotations/va-anno#104051745_text,1,0.9737181067466736,0.0266334097832441
all,https://w3id.org/caapt/annotations/va-anno#104053357_text,1,0.9917662739753724,0.0082678198814392
all,https://w3id.org/caapt/annotations/va-anno#104056742_text,1,0.9869164228439332,0.013169921003282
all,https://w3id.org/caapt/annotations/va-anno#104054416_text,1,0.998863935470581,0.0011367294937372
all,https://w3id.org/caapt/annotations/va-anno#104050386_text,1,0.8369673490524292,0.1779702454805374
all,https://w3id.org/caapt/annotations/va-anno#104051830_text,1,0.9667771458625792,0.0337873063981533
all,https://w3id.org/caapt/annotations/va-anno#104054649_text,1,0.9966909289360046,0.0033145984634757
all,https://w3id.org/caapt/annotations/va-anno#104055464_text,1,0.998387336730957,0.0016139827203005
all,https://w3id.org/caapt/annotations/va-anno#104051929_text,1,0.8334081768989563,0.1822317838668823
all,https://w3id.org/caapt/annotations/va-anno#104054046_text,1,0.9983579516410828,0.001643379451707
all,https://w3id.org/caapt/annotations/va-anno#104056816_text,1,0.9899834394454956,0.0100670456886291
all,https://w3id.org/caapt/annotations/va-anno#104055140_text,1,0.9988168478012084,0.001183881657198
all,https://w3id.org/caapt/annotations/va-anno#104054953_text,1,0.9988192319869996,0.0011815002653747
all,https://w3id.org/caapt/annotations/va-anno#104052392_text,1,0.8796701431274414,0.1282083243131637
all,https://w3id.org/caapt/annotations/va-anno#104052299_text,1,0.8256551623344421,0.1915780454874038
all,https://w3id.org/caapt/annotations/va-anno#104051833_text,1,0.95763099193573,0.0432927720248699
all,https://w3id.org/caapt/annotations/va-anno#104055428_text,1,0.9615246057510376,0.0392351187765598
all,https://w3id.org/caapt/annotations/va-anno#104052077_text,1,0.7716973423957825,0.2591628432273865
all,https://w3id.org/caapt/annotations/va-anno#104054304_text,1,0.9992578625679016,0.0007423982024192
all,https://w3id.org/caapt/annotations/va-anno#104052614_text,1,0.984521985054016,0.0155990216881036
all,https://w3id.org/caapt/annotations/va-anno#104050376_text,1,0.8129497766494751,0.2070859968662262
all,https://w3id.org/caapt/annotations/va-anno#104054251_text,1,0.9984663724899292,0.0015348332235589
all,https://w3id.org/caapt/annotations/va-anno#104051610_text,1,0.9546461701393129,0.0464144647121429
all,https://w3id.org/caapt/annotations/va-anno#104052987_text,0,0.9404776692390442,2.821403026580811
all,https://w3id.org/caapt/annotations/va-anno#104055658_text,1,0.9967142343521118,0.0032911917660385
all,https://w3id.org/caapt/annotations/va-anno#104051190_text,1,0.960383117198944,0.0404230505228042
all,https://w3id.org/caapt/annotations/va-anno#104052897_text,1,0.7709365487098694,0.2601492404937744
